id,pclass,age,sex,survived
1481,crew,adult,male,yes
1482,crew,adult,male,yes
1483,crew,adult,male,yes
1484,crew,adult,male,yes
1485,crew,adult,male,yes
1486,crew,adult,male,yes
1487,crew,adult,male,yes
1488,crew,adult,male,yes
1489,crew,adult,male,yes
1490,crew,adult,male,yes
1491,crew,adult,male,yes
1492,crew,adult,male,yes
1493,crew,adult,male,yes
1494,crew,adult,male,yes
1495,crew,adult,male,yes
1496,crew,adult,male,yes
1497,crew,adult,male,yes
1498,crew,adult,male,yes
1499,crew,adult,male,yes
1500,crew,adult,male,yes
1501,crew,adult,male,yes
1502,crew,adult,male,yes
1503,crew,adult,male,yes
1504,crew,adult,male,yes
1505,crew,adult,male,yes
1506,crew,adult,male,yes
1507,crew,adult,male,yes
1508,crew,adult,male,yes
1509,crew,adult,male,no
1510,crew,adult,male,no
1511,crew,adult,male,no
1512,crew,adult,male,no
1513,crew,adult,male,no
1514,crew,adult,male,no
1515,crew,adult,male,no
1516,crew,adult,male,no
1517,crew,adult,male,no
1518,crew,adult,male,no
1519,crew,adult,male,no
1520,crew,adult,male,no
1521,crew,adult,male,no
1522,crew,adult,male,no
1523,crew,adult,male,no
1524,crew,adult,male,no
1525,crew,adult,male,no
1526,crew,adult,male,no
1527,crew,adult,male,no
1528,crew,adult,male,no
1529,crew,adult,male,no
1530,crew,adult,male,no
1531,crew,adult,male,no
1532,crew,adult,male,no
1533,crew,adult,male,no
1534,crew,adult,male,no
1535,crew,adult,male,no
1536,crew,adult,male,no
1537,crew,adult,male,no
1538,crew,adult,male,no
1539,crew,adult,male,no
1540,crew,adult,male,no
1541,crew,adult,male,no
1542,crew,adult,male,no
1543,crew,adult,male,no
1544,crew,adult,male,no
1545,crew,adult,male,no
1546,crew,adult,male,no
1547,crew,adult,male,no
1548,crew,adult,male,no
1549,crew,adult,male,no
1550,crew,adult,male,no
1551,crew,adult,male,no
1552,crew,adult,male,no
1553,crew,adult,male,no
1554,crew,adult,male,no
1555,crew,adult,male,no
1556,crew,adult,male,no
1557,crew,adult,male,no
1558,crew,adult,male,no
1559,crew,adult,male,no
1560,crew,adult,male,no
1561,crew,adult,male,no
1562,crew,adult,male,no
1563,crew,adult,male,no
1564,crew,adult,male,no
1565,crew,adult,male,no
1566,crew,adult,male,no
1567,crew,adult,male,no
1568,crew,adult,male,no
1569,crew,adult,male,no
1570,crew,adult,male,no
1571,crew,adult,male,no
1572,crew,adult,male,no
1573,crew,adult,male,no
1574,crew,adult,male,no
1575,crew,adult,male,no
1576,crew,adult,male,no
1577,crew,adult,male,no
1578,crew,adult,male,no
1579,crew,adult,male,no
1580,crew,adult,male,no
1581,crew,adult,male,no
1582,crew,adult,male,no
1583,crew,adult,male,no
1584,crew,adult,male,no
1585,crew,adult,male,no
1586,crew,adult,male,no
1587,crew,adult,male,no
1588,crew,adult,male,no
1589,crew,adult,male,no
1590,crew,adult,male,no
1591,crew,adult,male,no
1592,crew,adult,male,no
1593,crew,adult,male,no
1594,crew,adult,male,no
1595,crew,adult,male,no
1596,crew,adult,male,no
1597,crew,adult,male,no
1598,crew,adult,male,no
1599,crew,adult,male,no
1600,crew,adult,male,no
1601,crew,adult,male,no
1602,crew,adult,male,no
1603,crew,adult,male,no
1604,crew,adult,male,no
1605,crew,adult,male,no
1606,crew,adult,male,no
1607,crew,adult,male,no
1608,crew,adult,male,no
1609,crew,adult,male,no
1610,crew,adult,male,no
1611,crew,adult,male,no
1612,crew,adult,male,no
1613,crew,adult,male,no
1614,crew,adult,male,no
1615,crew,adult,male,no
1616,crew,adult,male,no
1617,crew,adult,male,no
1618,crew,adult,male,no
1619,crew,adult,male,no
1620,crew,adult,male,no
1621,crew,adult,male,no
1622,crew,adult,male,no
1623,crew,adult,male,no
1624,crew,adult,male,no
1625,crew,adult,male,no
1626,crew,adult,male,no
1627,crew,adult,male,no
1628,crew,adult,male,no
1629,crew,adult,male,no
1630,crew,adult,male,no
1631,crew,adult,male,no
1632,crew,adult,male,no
1633,crew,adult,male,no
1634,crew,adult,male,no
1635,crew,adult,male,no
1636,crew,adult,male,no
1637,crew,adult,male,no
1638,crew,adult,male,no
1639,crew,adult,male,no
1640,crew,adult,male,no
1641,crew,adult,male,no
1642,crew,adult,male,no
1643,crew,adult,male,no
1644,crew,adult,male,no
1645,crew,adult,male,no
1646,crew,adult,male,no
1647,crew,adult,male,no
1648,crew,adult,male,no
1649,crew,adult,male,no
1650,crew,adult,male,no
1651,crew,adult,male,no
1652,crew,adult,male,no
1653,crew,adult,male,no
1654,crew,adult,male,no
1655,crew,adult,male,no
1656,crew,adult,male,no
1657,crew,adult,male,no
1658,crew,adult,male,no
1659,crew,adult,male,no
1660,crew,adult,male,no
1661,crew,adult,male,no
1662,crew,adult,male,no
1663,crew,adult,male,no
1664,crew,adult,male,no
1665,crew,adult,male,no
1666,crew,adult,male,no
1667,crew,adult,male,no
1668,crew,adult,male,no
1669,crew,adult,male,no
1670,crew,adult,male,no
1671,crew,adult,male,no
1672,crew,adult,male,no
1673,crew,adult,male,no
1674,crew,adult,male,no
1675,crew,adult,male,no
1676,crew,adult,male,no
1677,crew,adult,male,no
1678,crew,adult,male,no
1679,crew,adult,male,no
1680,crew,adult,male,no
1681,crew,adult,male,no
1682,crew,adult,male,no
1683,crew,adult,male,no
1684,crew,adult,male,no
1685,crew,adult,male,no
1686,crew,adult,male,no
1687,crew,adult,male,no
1688,crew,adult,male,no
1689,crew,adult,male,no
1690,crew,adult,male,no
1691,crew,adult,male,no
1692,crew,adult,male,no
1693,crew,adult,male,no
1694,crew,adult,male,no
1695,crew,adult,male,no
1696,crew,adult,male,no
1697,crew,adult,male,no
1698,crew,adult,male,no
1699,crew,adult,male,no
1700,crew,adult,male,no
1701,crew,adult,male,no
1702,crew,adult,male,no
1703,crew,adult,male,no
1704,crew,adult,male,no
1705,crew,adult,male,no
1706,crew,adult,male,no
1707,crew,adult,male,no
1708,crew,adult,male,no
1709,crew,adult,male,no
1710,crew,adult,male,no
1711,crew,adult,male,no
1712,crew,adult,male,no
1713,crew,adult,male,no
1714,crew,adult,male,no
1715,crew,adult,male,no
1716,crew,adult,male,no
1717,crew,adult,male,no
1718,crew,adult,male,no
1719,crew,adult,male,no
1720,crew,adult,male,no
1721,crew,adult,male,no
1722,crew,adult,male,no
1723,crew,adult,male,no
1724,crew,adult,male,no
1725,crew,adult,male,no
1726,crew,adult,male,no
1727,crew,adult,male,no
1728,crew,adult,male,no
1729,crew,adult,male,no
1730,crew,adult,male,no
1731,crew,adult,male,no
1732,crew,adult,male,no
1733,crew,adult,male,no
1734,crew,adult,male,no
1735,crew,adult,male,no
1736,crew,adult,male,no
1737,crew,adult,male,no
1738,crew,adult,male,no
1739,crew,adult,male,no
1740,crew,adult,male,no
1741,crew,adult,male,no
1742,crew,adult,male,no
1743,crew,adult,male,no
1744,crew,adult,male,no
1745,crew,adult,male,no
1746,crew,adult,male,no
1747,crew,adult,male,no
1748,crew,adult,male,no
1749,crew,adult,male,no
1750,crew,adult,male,no
1751,crew,adult,male,no
1752,crew,adult,male,no
1753,crew,adult,male,no
1754,crew,adult,male,no
1755,crew,adult,male,no
1756,crew,adult,male,no
1757,crew,adult,male,no
1758,crew,adult,male,no
1759,crew,adult,male,no
1760,crew,adult,male,no
1761,crew,adult,male,no
1762,crew,adult,male,no
1763,crew,adult,male,no
1764,crew,adult,male,no
1765,crew,adult,male,no
1766,crew,adult,male,no
1767,crew,adult,male,no
1768,crew,adult,male,no
1769,crew,adult,male,no
1770,crew,adult,male,no
1771,crew,adult,male,no
1772,crew,adult,male,no
1773,crew,adult,male,no
1774,crew,adult,male,no
1775,crew,adult,male,no
1776,crew,adult,male,no
1777,crew,adult,male,no
1778,crew,adult,male,no
1779,crew,adult,male,no
1780,crew,adult,male,no
1781,crew,adult,male,no
1782,crew,adult,male,no
1783,crew,adult,male,no
1784,crew,adult,male,no
1785,crew,adult,male,no
1786,crew,adult,male,no
1787,crew,adult,male,no
1788,crew,adult,male,no
1789,crew,adult,male,no
1790,crew,adult,male,no
1791,crew,adult,male,no
1792,crew,adult,male,no
1793,crew,adult,male,no
1794,crew,adult,male,no
1795,crew,adult,male,no
1796,crew,adult,male,no
1797,crew,adult,male,no
1798,crew,adult,male,no
1799,crew,adult,male,no
1800,crew,adult,male,no
1801,crew,adult,male,no
1802,crew,adult,male,no
1803,crew,adult,male,no
1804,crew,adult,male,no
1805,crew,adult,male,no
1806,crew,adult,male,no
1807,crew,adult,male,no
1808,crew,adult,male,no
1809,crew,adult,male,no
1810,crew,adult,male,no
1811,crew,adult,male,no
1812,crew,adult,male,no
1813,crew,adult,male,no
1814,crew,adult,male,no
1815,crew,adult,male,no
1816,crew,adult,male,no
1817,crew,adult,male,no
1818,crew,adult,male,no
1819,crew,adult,male,no
1820,crew,adult,male,no
1821,crew,adult,male,no
1822,crew,adult,male,no
1823,crew,adult,male,no
1824,crew,adult,male,no
1825,crew,adult,male,no
1826,crew,adult,male,no
1827,crew,adult,male,no
1828,crew,adult,male,no
1829,crew,adult,male,no
1830,crew,adult,male,no
1831,crew,adult,male,no
1832,crew,adult,male,no
1833,crew,adult,male,no
1834,crew,adult,male,no
1835,crew,adult,male,no
1836,crew,adult,male,no
1837,crew,adult,male,no
1838,crew,adult,male,no
1839,crew,adult,male,no
1840,crew,adult,male,no
1841,crew,adult,male,no
1842,crew,adult,male,no
1843,crew,adult,male,no
1844,crew,adult,male,no
1845,crew,adult,male,no
1846,crew,adult,male,no
1847,crew,adult,male,no
1848,crew,adult,male,no
1849,crew,adult,male,no
1850,crew,adult,male,no
1851,crew,adult,male,no
1852,crew,adult,male,no
1853,crew,adult,male,no
1854,crew,adult,male,no
1855,crew,adult,male,no
1856,crew,adult,male,no
1857,crew,adult,male,no
1858,crew,adult,male,no
1859,crew,adult,male,no
1860,crew,adult,male,no
1861,crew,adult,male,no
1862,crew,adult,male,no
1863,crew,adult,male,no
1864,crew,adult,male,no
1865,crew,adult,male,no
1866,crew,adult,male,no
1867,crew,adult,male,no
1868,crew,adult,male,no
1869,crew,adult,male,no
1870,crew,adult,male,no
1871,crew,adult,male,no
1872,crew,adult,male,no
1873,crew,adult,male,no
1874,crew,adult,male,no
1875,crew,adult,male,no
1876,crew,adult,male,no
1877,crew,adult,male,no
1878,crew,adult,male,no
1879,crew,adult,male,no
1880,crew,adult,male,no
1881,crew,adult,male,no
1882,crew,adult,male,no
1883,crew,adult,male,no
1884,crew,adult,male,no
1885,crew,adult,male,no
1886,crew,adult,male,no
1887,crew,adult,male,no
1888,crew,adult,male,no
1889,crew,adult,male,no
1890,crew,adult,male,no
1891,crew,adult,male,no
1892,crew,adult,male,no
1893,crew,adult,male,no
1894,crew,adult,male,no
1895,crew,adult,male,no
1896,crew,adult,male,no
1897,crew,adult,male,no
1898,crew,adult,male,no
1899,crew,adult,male,no
1900,crew,adult,male,no
1901,crew,adult,male,no
1902,crew,adult,male,no
1903,crew,adult,male,no
1904,crew,adult,male,no
1905,crew,adult,male,no
1906,crew,adult,male,no
1907,crew,adult,male,no
1908,crew,adult,male,no
1909,crew,adult,male,no
1910,crew,adult,male,no
1911,crew,adult,male,no
1912,crew,adult,male,no
1913,crew,adult,male,no
1914,crew,adult,male,no
1915,crew,adult,male,no
1916,crew,adult,male,no
1917,crew,adult,male,no
1918,crew,adult,male,no
1919,crew,adult,male,no
1920,crew,adult,male,no
1921,crew,adult,male,no
1922,crew,adult,male,no
1923,crew,adult,male,no
1924,crew,adult,male,no
1925,crew,adult,male,no
1926,crew,adult,male,no
1927,crew,adult,male,no
1928,crew,adult,male,no
1929,crew,adult,male,no
1930,crew,adult,male,no
1931,crew,adult,male,no
1932,crew,adult,male,no
1933,crew,adult,male,no
1934,crew,adult,male,no
1935,crew,adult,male,no
1936,crew,adult,male,no
1937,crew,adult,male,no
1938,crew,adult,male,no
1939,crew,adult,male,no
1940,crew,adult,male,no
1941,crew,adult,male,no
1942,crew,adult,male,no
1943,crew,adult,male,no
1944,crew,adult,male,no
1945,crew,adult,male,no
1946,crew,adult,male,no
1947,crew,adult,male,no
1948,crew,adult,male,no
1949,crew,adult,male,no
1950,crew,adult,male,no
1951,crew,adult,male,no
1952,crew,adult,male,no
1953,crew,adult,male,no
1954,crew,adult,male,no
1955,crew,adult,male,no
1956,crew,adult,male,no
1957,crew,adult,male,no
1958,crew,adult,male,no
1959,crew,adult,male,no
1960,crew,adult,male,no
1961,crew,adult,male,no
1962,crew,adult,male,no
1963,crew,adult,male,no
1964,crew,adult,male,no
1965,crew,adult,male,no
1966,crew,adult,male,no
1967,crew,adult,male,no
1968,crew,adult,male,no
1969,crew,adult,male,no
1970,crew,adult,male,no
1971,crew,adult,male,no
1972,crew,adult,male,no
1973,crew,adult,male,no
1974,crew,adult,male,no
1975,crew,adult,male,no
1976,crew,adult,male,no
1977,crew,adult,male,no
1978,crew,adult,male,no
1979,crew,adult,male,no
1980,crew,adult,male,no
1981,crew,adult,male,no
1982,crew,adult,male,no
1983,crew,adult,male,no
1984,crew,adult,male,no
1985,crew,adult,male,no
1986,crew,adult,male,no
1987,crew,adult,male,no
1988,crew,adult,male,no
1989,crew,adult,male,no
1990,crew,adult,male,no
1991,crew,adult,male,no
1992,crew,adult,male,no
1993,crew,adult,male,no
1994,crew,adult,male,no
1995,crew,adult,male,no
1996,crew,adult,male,no
1997,crew,adult,male,no
1998,crew,adult,male,no
1999,crew,adult,male,no
2000,crew,adult,male,no
2001,crew,adult,male,no
2002,crew,adult,male,no
2003,crew,adult,male,no
2004,crew,adult,male,no
2005,crew,adult,male,no
2006,crew,adult,male,no
2007,crew,adult,male,no
2008,crew,adult,male,no
2009,crew,adult,male,no
2010,crew,adult,male,no
2011,crew,adult,male,no
2012,crew,adult,male,no
2013,crew,adult,male,no
2014,crew,adult,male,no
2015,crew,adult,male,no
2016,crew,adult,male,no
2017,crew,adult,male,no
2018,crew,adult,male,no
2019,crew,adult,male,no
2020,crew,adult,male,no
2021,crew,adult,male,no
2022,crew,adult,male,no
2023,crew,adult,male,no
2024,crew,adult,male,no
2025,crew,adult,male,no
2026,crew,adult,male,no
2027,crew,adult,male,no
2028,crew,adult,male,no
2029,crew,adult,male,no
2030,crew,adult,male,no
2031,crew,adult,male,no
2032,crew,adult,male,no
2033,crew,adult,male,no
2034,crew,adult,male,no
2035,crew,adult,male,no
2036,crew,adult,male,no
2037,crew,adult,male,no
2038,crew,adult,male,no
2039,crew,adult,male,no
2040,crew,adult,male,no
2041,crew,adult,male,no
2042,crew,adult,male,no
2043,crew,adult,male,no
2044,crew,adult,male,no
2045,crew,adult,male,no
2046,crew,adult,male,no
2047,crew,adult,male,no
2048,crew,adult,male,no
2049,crew,adult,male,no
2050,crew,adult,male,no
2051,crew,adult,male,no
2052,crew,adult,male,no
2053,crew,adult,male,no
2054,crew,adult,male,no
2055,crew,adult,male,no
2056,crew,adult,male,no
2057,crew,adult,male,no
2058,crew,adult,male,no
2059,crew,adult,male,no
2060,crew,adult,male,no
2061,crew,adult,male,no
2062,crew,adult,male,no
2063,crew,adult,male,no
2064,crew,adult,male,no
2065,crew,adult,male,no
2066,crew,adult,male,no
2067,crew,adult,male,no
2068,crew,adult,male,no
2069,crew,adult,male,no
2070,crew,adult,male,no
2071,crew,adult,male,no
2072,crew,adult,male,no
2073,crew,adult,male,no
2074,crew,adult,male,no
2075,crew,adult,male,no
2076,crew,adult,male,no
2077,crew,adult,male,no
2078,crew,adult,male,no
2079,crew,adult,male,no
2080,crew,adult,male,no
2081,crew,adult,male,no
2082,crew,adult,male,no
2083,crew,adult,male,no
2084,crew,adult,male,no
2085,crew,adult,male,no
2086,crew,adult,male,no
2087,crew,adult,male,no
2088,crew,adult,male,no
2089,crew,adult,male,no
2090,crew,adult,male,no
2091,crew,adult,male,no
2092,crew,adult,male,no
2093,crew,adult,male,no
2094,crew,adult,male,no
2095,crew,adult,male,no
2096,crew,adult,male,no
2097,crew,adult,male,no
2098,crew,adult,male,no
2099,crew,adult,male,no
2100,crew,adult,male,no
2101,crew,adult,male,no
2102,crew,adult,male,no
2103,crew,adult,male,no
2104,crew,adult,male,no
2105,crew,adult,male,no
2106,crew,adult,male,no
2107,crew,adult,male,no
2108,crew,adult,male,no
2109,crew,adult,male,no
2110,crew,adult,male,no
2111,crew,adult,male,no
2112,crew,adult,male,no
2113,crew,adult,male,no
2114,crew,adult,male,no
2115,crew,adult,male,no
2116,crew,adult,male,no
2117,crew,adult,male,no
2118,crew,adult,male,no
2119,crew,adult,male,no
2120,crew,adult,male,no
2121,crew,adult,male,no
2122,crew,adult,male,no
2123,crew,adult,male,no
2124,crew,adult,male,no
2125,crew,adult,male,no
2126,crew,adult,male,no
2127,crew,adult,male,no
2128,crew,adult,male,no
2129,crew,adult,male,no
2130,crew,adult,male,no
2131,crew,adult,male,no
2132,crew,adult,male,no
2133,crew,adult,male,no
2134,crew,adult,male,no
2135,crew,adult,male,no
2136,crew,adult,male,no
2137,crew,adult,male,no
2138,crew,adult,male,no
2139,crew,adult,male,no
2140,crew,adult,male,no
2141,crew,adult,male,no
2142,crew,adult,male,no
2143,crew,adult,male,no
2144,crew,adult,male,no
2145,crew,adult,male,no
2146,crew,adult,male,no
2147,crew,adult,male,no
2148,crew,adult,male,no
2149,crew,adult,male,no
2150,crew,adult,male,no
2151,crew,adult,male,no
2152,crew,adult,male,no
2153,crew,adult,male,no
2154,crew,adult,male,no
2155,crew,adult,male,no
2156,crew,adult,male,no
2157,crew,adult,male,no
2158,crew,adult,male,no
2159,crew,adult,male,no
2160,crew,adult,male,no
2161,crew,adult,male,no
2162,crew,adult,male,no
2163,crew,adult,male,no
2164,crew,adult,male,no
2165,crew,adult,male,no
2166,crew,adult,male,no
2167,crew,adult,male,no
2168,crew,adult,male,no
2169,crew,adult,male,no
2170,crew,adult,male,no
2171,crew,adult,male,no
2172,crew,adult,male,no
2173,crew,adult,male,no
2174,crew,adult,male,no
2175,crew,adult,male,no
2176,crew,adult,male,no
2177,crew,adult,male,no
2178,crew,adult,male,no
2179,crew,adult,female,yes
2180,crew,adult,female,yes
2181,crew,adult,female,yes
2182,crew,adult,female,yes
2183,crew,adult,female,yes
2184,crew,adult,female,yes
2185,crew,adult,female,yes
2186,crew,adult,female,yes
2187,crew,adult,female,yes
2188,crew,adult,female,yes
2189,crew,adult,female,yes
2190,crew,adult,female,yes
2191,crew,adult,female,yes
2192,crew,adult,female,yes
2193,crew,adult,female,yes
2194,crew,adult,female,yes
2195,crew,adult,female,yes
2196,crew,adult,female,yes
2197,crew,adult,female,yes
2198,crew,adult,female,yes
2199,crew,adult,female,no
2200,crew,adult,female,no
2201,crew,adult,female,no
